company_names,about,jobs,location,salaries,reviews,interviews,ratings
PhyCARE Solutions,Healthcare,--,Hyderabad,952,250,18,3.8
Archirodon,Engineering & Construction,--,Mumbai,382,249,19,4.1
Tangoe,IT Services & Consulting,--,Bengaluru,1.2k,249,24,3.8
Ricoh,IT Services & Consulting,--,New Delhi,718,249,9,3.9
Gallantt Ispat,Iron & Steel,2,Gorakhpur,734,249,17,3.7
Media.net Software Services (India),Marketing & Advertising,7,Mumbai,2.1k,249,77,3.3
Barista Coffee Company,Beverage,6,New Delhi,661,249,10,4.3
Ambica Steels,Metals & Mining,3,New Delhi,860,250,26,3.7
GGS Engineering Services,Engineering & Construction,--,Chennai,1.5k,250,18,3.3
Durian Industries,Retail,9,Mumbai,1k,249,22,3.8
Venus Industrial Corporation,Industrial Machinery,--,Faridabad,995,249,17,4.0
Avance Consulting Services,Recruitment,--,Hyderabad,1.3k,249,11,3.8
Jain University,Education & Training,--,Bengaluru,932,250,28,3.5
Eaton Power Quality,Electronics Manufacturing,--,Puducherry,1.2k,249,11,4.2
O P Jindal Global University,Education & Training,12,Sonipat,877,249,21,3.7
Trantor,IT Services & Consulting,32,Chandigarh,1.8k,248,29,3.8
Trantor,IT Services & Consulting,32,Chandigarh,1.8k,248,29,3.8
Epigral,Chemicals,1,Bharuch,1.4k,248,21,4.1
Bright Life Care,Fitness & Wellness,1,Gurugram,796,248,15,4.0
Real Time Data Services,IT Services & Consulting,19,Gurugram,1.3k,248,30,4.1
Xeam Ventures,Recruitment,--,New Delhi,846,247,14,3.5
Millennium Engineers & Contractors,Engineering & Construction,--,Pune,1.1k,247,13,4.2
Kotak Mahindra General Insurance,Insurance,--,Mumbai,1.4k,247,14,3.7
Oriental Carbon & Chemicals,Chemicals,--,Mundra,964,247,24,4.3
Stanley Lifestyles,Furniture & Furnishing,15,Bengaluru,857,247,23,4.0
Motorola,Consumer Electronics & Appliances,--,Bengaluru,1.1k,247,17,4.2
Ivy Mobility Solutions,Software Product,--,Chennai,1.8k,247,22,2.7
MARG ERP,Accounting & Auditing,--,New Delhi,1.2k,247,23,3.4
Betsol,IT Services & Consulting,--,Bengaluru,1.5k,247,41,3.5
Wheels Emi,Auto Components,--,Pune,841,248,17,3.8
InvestoXpert,Real Estate,6,Noida,419,247,132,4.4
UBI Services,Banking,8,Hyderabad,656,247,11,3.6
Calderys India Refractories,Metals & Mining,119,Nagpur,1k,247,29,4.1
Meneta Automotive Components,Auto Components,--,Sonipat,916,247,19,3.8
Burckhardt Compression,Industrial Machinery,14,Pune,1.1k,247,10,3.9
Som Autotech,Auto Components,--,Chhatrapati Sambhajinagar,925,246,16,4.0
NextGen Healthcare,Software Product,10,Bengaluru,1.6k,246,17,3.7
Bajaj Healthcare,Pharma,12,Vadodara,1.3k,247,12,3.4
DM Consultants,Abu Dhabi +16 other locations,--,Abu Dhabi,62,246,3,1.5
Edward Food Research and Analysis Centre,Analytics & KPO,1,Kolkata,627,246,35,3.7
Electropneumatics & Hydraulics (I),Industrial Machinery,11,Pune,1k,246,23,4.1
Della Adventure Resort,Hospitality,15,Pune,752,246,15,3.8
ITCONS e-Solutions,IT Services & Consulting,4,Noida,588,246,17,3.4
RG Stone Urology & Laparoscopy Hospital,Healthcare,88,New Delhi,720,246,7,4.0
Hill International,Engineering & Construction,37,Mumbai,710,246,11,4.3
Sony India Software Centre,Consumer Electronics & Appliances,27,Bengaluru,2k,247,35,3.9
ASUS,Consumer Electronics & Appliances,2,Mumbai,927,246,22,4.2
L&T Water & Effluent Treatment,Engineering & Construction,--,Chennai,309,246,10,4.1
Sai Service,Automobile,--,Mumbai,1.1k,246,14,3.7
C. L. GUPTA EXPORTS,Import & Export,--,Moradabad,823,246,8,4.3
Intersoft Data Labs,IT Services & Consulting,10,Gurugram,1.4k,246,22,3.6
Naga Limited,Food Processing,4,Dindigul,1.3k,246,16,3.6
Objectways Technologies,IT Services & Consulting,1,Karur,1.5k,246,17,3.1
Laborate Pharmaceuticals,Pharma,--,Panipat,853,246,20,3.7
KTL Automobile,Automobile,--,Lucknow,1k,246,24,3.9
The Sleep Company,Furniture & Furnishing,49,Mumbai,868,271,27,4.2
IIT Madras,Education & Training,12,Chennai,1.1k,246,28,3.9
Enviri,Waste Management,29,Hyderabad,1.3k,246,18,3.8
Steel Infra Solutions,Bhilai Nagar +17 other locations,10,Bhilai Nagar,896,246,15,3.6
Kisna Diamonds - HK Jewels,Jewellery,26,Mumbai,545,247,22,3.4
Aditya Infotech,IT Services & Consulting,2,Noida,1k,246,14,4.3
KANINI Software Solutions,IT Services & Consulting,12,Chennai,1.3k,247,47,3.9
LOTS Wholesale Solutions,Food Processing,6,New Delhi,968,246,19,3.9
Coolberg Beverages,Beverage,--,Mumbai,507,245,25,3.3
Essar Power,Power,--,Jamnagar,1k,245,7,4.1
Sraco,Engineering & Construction,--,Dammam,567,245,30,3.7
Health Insurance TPA of India,Insurance,1,Noida,874,245,20,3.9
Turtle,Fashion & Textile,--,Kolkata,686,245,14,3.2
Inland World Logistics,Logistics,1,Mumbai,852,245,12,3.5
Latinem,Real Estate,45,Hyderabad,469,245,51,3.8
Securens System,Law Enforcement & Security,184,Mumbai,747,245,8,3.9
Exusia,IT Services & Consulting,--,Pune,783,245,28,3.4
Cardinal Health,Pharma,15,Bengaluru,1.2k,244,34,4.0
Huntsman International,Chemicals,6,Mumbai,1k,245,11,4.2
Leap Finance,FinTech,8,Bengaluru,989,245,74,3.2
Newgen Knowledge Works,Printing & Publishing,2,Chennai,1.3k,246,14,3.4
Newgen Knowledge Works,Printing & Publishing,2,Chennai,1.3k,246,14,3.4
Madhu Jayanti International,FMCG,26,Kolkata,704,250,22,3.5
Ruloans,Financial Services,5,Mumbai,1.1k,244,17,3.7
Varite,IT Services & Consulting,19,Bengaluru,1.2k,244,19,3.4
Adfactors PR,Marketing & Advertising,19,Mumbai,1.8k,244,18,3.4
L. V. Prasad Eye Institute,Healthcare,4,Hyderabad,623,244,13,4.2
Global Edge Software,Software Product,--,Bengaluru,1.6k,244,25,3.4
Anand Rathi Global Finance,NBFC,--,Mumbai,993,244,22,3.2
Infocus Technologies,IT Services & Consulting,--,Kolkata,629,244,24,3.9
The Smart Cube,Management Consulting,--,Noida,1.9k,244,30,3.5
Saint Gobain Sekurit India,Auto Components,--,Chennai,889,244,15,3.7
National Contracting Company,Engineering & Construction,--,Chennai,636,244,4,4.0
Toyotetsu India Auto Parts,Auto Components,--,Bengaluru,813,244,12,3.9
Credera,IT Services & Consulting,38,Hyderabad,1.8k,244,41,3.3
United Alliance Technology,IT Services & Consulting,--,Pune,27,244,5,4.9
Cryoviva Biotech,Biotechnology,1,Gurugram,613,243,14,3.4
VSynergize Outsourcing,Marketing & Advertising,17,Pune,901,243,8,3.1
Housejoy,Facility Management Services,--,Bengaluru,503,243,2,4.2
Everllence,Industrial Machinery,7,Chhatrapati Sambhajinagar,1.2k,243,15,3.7
Toshiba,Industrial Machinery,--,Bengaluru,1.2k,243,33,4.1
Net Solutions,IT Services & Consulting,7,Chandigarh,805,243,10,3.8
Rittal,Industrial Machinery,--,Bengaluru,1.1k,243,14,3.8
Meghmani Industries,Agro Chemicals,--,Bharuch,1.2k,243,13,3.5
Simpson,Auto Components,11,Chennai,1.2k,243,12,3.4
Chandigarh Group of Colleges,Education & Training,6,Chandigarh,835,243,21,3.8
Allianz,Insurance,20,Thiruvananthapuram,1.7k,243,20,4.4
Battery Smart,Auto Components,24,Gurugram,832,243,19,3.3
Raj Petro Specialities,Oil & Gas,--,Chennai,1k,243,7,3.9
Diamond Beverages,Beverage,2,Kolkata,762,243,28,3.0
Microchip Technology,Semiconductors,88,Bengaluru,1.9k,243,40,3.8
Organic India,FMCG,--,Lucknow,939,243,17,4.3
GyanSys Inc,IT Services & Consulting,24,Bengaluru,2.2k,243,17,2.7
House of Hiranandani,Real Estate,17,Mumbai,546,243,40,4.6
Madras Engineering Industries,Auto Components,7,Chennai,1.1k,242,11,3.8
Business for Social Responsibility,Accounting & Auditing,--,Mumbai,518,242,19,3.1
IIFL Securities,Financial Services,--,Mumbai,1.6k,242,22,3.8
Amber,Internet,16,Pune,659,242,35,4.0
SK E&C,Engineering & Construction,--,Mumbai,489,242,11,4.4
Puranik Builders,Real Estate,9,Mumbai,1.1k,242,6,4.2
Health & Glow,Beauty & Personal Care,--,Bengaluru,1.2k,242,16,3.7
Sophos Technologies,Software Product,7,Ahmedabad,1.8k,242,27,3.8
Franco-Indian Pharmaceuticals,Pharma,--,Mumbai,690,242,10,3.2
Clearpack,Industrial Machinery,1,Greater Noida,1.1k,243,26,4.1
VERITY GLOBAL SOLUTIONS,Investment Banking / Venture Capital / Private Equity,--,Bengaluru,1.3k,242,14,3.5
Sales India,Retail,--,Ahmedabad,1.6k,242,32,4.1
Asian Heart Institute,Healthcare,30,Mumbai,432,242,29,4.0
Plada Infotech Services,IT Services & Consulting,6,Mumbai,745,243,11,3.6
Bizcrum Infotech,Internet,--,New Delhi,783,241,14,3.5
Emergys Labs,IT Services & Consulting,--,Pune,1.8k,241,29,3.4
Lucy Electric,Electrical Equipment,36,Nashik,1.1k,242,16,3.9
Perfios Software Solutions,FinTech,11,Bengaluru,2.4k,241,26,3.5
VGN Projects Estates,Real Estate,5,Chennai,690,241,15,3.9
Smith+Nephew,Medical Equipment,49,Pune,1.4k,241,11,4.0
Kharafi National,Engineering & Construction,--,Chennai,320,241,3,4.3
Skylark Infra Engineering Private Limited,Engineering & Construction,--,Gurugram,612,241,24,3.8
Vasta Global,Clinical Research,--,Mumbai,1.1k,241,42,3.7
Mangalam Cement,Building Material,5,Kota,903,241,17,4.0
Onkar Infotech,BPO,4,Gurugram,698,241,10,3.9
Jindal India Thermal Power,Power,--,Angul,971,241,23,3.7
Goodluck,Iron & Steel,--,Ghaziabad,870,241,24,3.7
Tokai Rubber Auto Parts India,Industrial Machinery,--,Neemrana,927,241,17,3.3
Shri Bajrang Power & Ispat,Power,11,Raipur,980,241,23,3.9
Dev Information Technology,IT Services & Consulting,10,Ahmedabad,1.1k,241,8,3.5
Lloyds Technology Centre,IT Services & Consulting,3,Hyderabad,2.7k,242,53,3.6
Hofincons Infotech & Industrial Services,Industrial Machinery,--,Chennai,608,241,8,4.1
Student Life,Non-Profit,--,Kolkata,567,241,57,3.9
Zamil Steel Buildings India,Engineering & Construction,8,Pune,1.1k,241,10,4.1
Kapture CX,Software Product,43,Bengaluru,816,241,23,3.4
Amara Raja Power Systems,Auto Components,23,Tirupati,936,241,20,4.3
Prabhat Dairy,FMCG,--,Mumbai,857,241,7,3.7
GMM Pfaudler,Industrial Machinery,--,Anand,1.3k,240,13,3.9
Billabong High International School,Education & Training,3,Mumbai,745,240,12,3.7
Rishabh Software,IT Services & Consulting,42,Vadodara,1.7k,241,14,3.7
Alembic,Pharma,156,Vadodara,802,240,20,4.0
National Petroleum Construction Company,Oil & Gas,--,Abu Dhabi,532,240,11,4.4
Navata Road Transport,Logistics,58,Vijayawada,738,240,15,3.7
Kuwait Oil Company,Oil & Gas,--,Chennai,745,240,17,4.3
RGBSI,Software Product,--,Bengaluru,1.5k,240,30,3.3
The Sparks Foundation,Education & Training,--,Mumbai,325,240,23,4.2
Bravura Solutions,Software Product,13,Gurugram,1.2k,240,17,3.6
Bombay Stock Exchange,Financial Services,2,Mumbai,1.6k,240,9,3.6
Arun Excello,Engineering & Construction,8,Chennai,947,240,16,3.9
Netenrich Technologies,Software Product,12,Hyderabad,1.9k,240,32,3.3
Mahindra Defence Systems,Defence & Aerospace,--,Pune,1.2k,240,14,4.0
Suminter India Organics,FMCG,5,Mumbai,826,241,19,3.8
Data Marshall,Analytics & KPO,5,Hyderabad,1.2k,249,13,3.3
Keller Ground Engineering,Engineering & Construction,--,Chennai,740,240,21,4.0
Agilysys Technologies India,Software Product,16,Chennai,2.6k,240,59,3.3
Sika,Chemicals,17,Mumbai,931,240,21,3.8
Terrier Security Services,Law Enforcement & Security,--,Bengaluru,639,240,13,4.2
Fresher Than Fresh,Retail,--,Hyderabad,387,239,57,4.0
Muthoot Money,NBFC,--,Hyderabad,690,240,19,3.9
Pacific Cyber Technology,Electronics Manufacturing,12,Daman & Diu,870,239,15,3.5
Global Opportunities,EdTech,--,New Delhi,535,239,15,3.9
SevenMentor,Education & Training,80,Pune,439,239,63,4.3
Chennai Petroleum Corporation,Oil & Gas,--,Chennai,1k,239,19,4.6
Botree Software International,Software Product,9,Chennai,1.6k,239,19,3.5
The Institute Of Chartered Accountants,Education & Training,1,New Delhi,1.3k,240,17,3.3
Sterling Hospitals,Healthcare,--,Ahmedabad,783,239,11,3.9
Dalmia Bharat Sugar & Industries,Food Processing,1,Kolhapur,812,239,19,4.1
Pacific Cyber Technology,Electronics Manufacturing,12,Daman & Diu,870,239,15,3.5
Global Opportunities,EdTech,--,New Delhi,535,239,15,3.9
Sterling Hospitals,Healthcare,--,Ahmedabad,783,239,11,3.9
e-Procurement Technologies,IT Services & Consulting,--,Ahmedabad,859,239,17,3.2
YES SECURITIES,Investment Banking / Venture Capital / Private Equity,6,Mumbai,1.3k,239,18,3.5
Live Connections,Recruitment,11,Chennai,854,239,22,3.8
Amantya Technologies,IT Services & Consulting,60,Gurugram,1.4k,239,50,4.0
GeeksForGeeks,Education & Training,1,Noida,1.1k,239,45,2.9
Riviera Infraprojects,Engineering & Construction,4,Ahmedabad,683,239,11,4.1
Vision Express,Retail,--,Bengaluru,555,239,2,3.9
Godawari Power & Ispat,Iron & Steel,2,Raipur,814,240,14,4.3
IndustryBuying.com,Internet,20,New Delhi,1.2k,239,23,3.0
Entero Healthcare Solutions,Pharma,8,Mumbai,939,239,11,4.1
Central Tool Room & Training Centre,Industrial Machinery,--,Bhubaneswar,621,238,7,4.2
Q Way Technologies,Analytics & KPO,--,Chennai,1k,238,15,2.8
Karanwal Capital,Investment Banking / Venture Capital / Private Equity,8,Mumbai,211,238,102,4.7
Net Access India,IT Services & Consulting,17,Chennai,1.2k,238,31,3.8
Riddhi Corporate Services,IT Services & Consulting,--,Ahmedabad,767,238,14,3.9
Miraj Cinemas,Media & Entertainment,--,Mumbai,549,238,4,3.8
Sanjeev Auto Parts Manufacturers,Auto Components,--,Chhatrapati Sambhajinagar,738,238,16,4.0
Q Way Technologies,Analytics & KPO,--,Chennai,1k,238,15,2.8
Karanwal Capital,Investment Banking / Venture Capital / Private Equity,8,Mumbai,211,238,102,4.7
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,Government,--,Hyderabad,475,238,10,3.9
Envestnet Asset Management,Financial Services,10,Thiruvananthapuram,1.8k,238,20,4.1
Hindustan Pencils,FMCG,1,Mumbai,689,238,5,4.2
Sila Solutions,Facility Management Services,14,Mumbai,743,238,19,3.8
PERSOLKELLY,Recruitment,277,Bengaluru,1k,238,18,3.4
Kamineni Hospitals,Healthcare,8,Hyderabad,756,238,12,4.1
Net Access India,IT Services & Consulting,17,Chennai,1.2k,238,31,3.8
Agappe Diagnostics,Medical Equipment,18,Kochi,738,238,21,3.9
Income Tax Department India,Government,--,New Delhi,964,238,10,4.3
KhataBook,FinTech,5,Bengaluru,1.2k,238,18,3.6
Mayfair Hotels & Resorts,Hospitality,22,Bhubaneswar,811,238,17,4.3
Identifyplus Delivery Services,Logistics,--,Gurugram,411,237,11,3.2
Expertrons,Education & Training,10,Mumbai,618,237,39,3.8
Sangam India,Fashion & Textile,--,Bhilwara,901,237,18,3.8
Triveni Turbines,Electrical Equipment,1,Bengaluru,1.4k,237,36,3.6
National Securities Depository,Financial Services,--,Mumbai,1.8k,237,15,3.3
Starmark Software,IT Services & Consulting,6,Bengaluru,1.5k,238,20,3.3
Moveinsync Technology Solutions,Software Product,16,Bengaluru,1.4k,237,34,3.1
Arkade Group,Real Estate,2,Mumbai,296,237,37,3.9
Apollo Pipes,Building Material,--,Noida,871,237,16,3.9
Cogito Tech,IT Services & Consulting,--,Noida,698,254,31,2.5
Tesseract Imaging,Navi Mumbai +5 other locations,2,Navi Mumbai,614,237,14,4.0
VISA Steel,Iron & Steel,--,Jajpur,830,237,23,3.3
Innova Captab,Pharma,--,Baddi,792,237,9,4.1
SRM Institute of Science and Technology,Education & Training,30,Chennai,1.4k,237,19,3.8
Upwork,Internet,5,Bengaluru,1.5k,237,21,4.3
Formidium Corp,Financial Services,--,Jaipur,1.2k,237,11,2.8
iServeU,FinTech,13,Bhubaneswar,1.1k,237,25,4.3
JWIL,Waste Management,--,New Delhi,916,237,9,4.1
SkillRecruit,Recruitment,--,Hyderabad,332,237,9,4.4
SA Infrastructure Consultants,Engineering & Construction,1,Noida,789,237,11,3.5
Gen,Software Product,17,Pune,1.7k,236,23,4.0
Galpha Laboratories,Pharma,--,Baddi,725,236,9,3.6
Interocean Group,Ports & Shipping,11,New Delhi,266,236,9,4.4
Filatex India,Fashion & Textile,--,Bharuch,1.1k,236,16,3.6
Radnik Exports,Fashion & Textile,1,Noida,777,236,7,4.0
Capillary Technologies,Software Product,--,Bengaluru,1.9k,236,20,3.4
Optiemus Electronics,Electronics Manufacturing,1,Noida,818,236,11,3.6
Health Prime Services (India),Medical Equipment,11,Mumbai,894,236,17,3.3
Covalent Laboratories,Pharma,--,Hyderabad,971,236,10,3.3
Dataflow Group,IT Services & Consulting,12,Noida,1.1k,236,18,3.0
Galpha Laboratories,Pharma,--,Baddi,725,236,9,3.6
Interocean Group,Ports & Shipping,11,New Delhi,266,236,9,4.4
Gen,Software Product,17,Pune,1.7k,236,23,4.0
Optiemus Electronics,Electronics Manufacturing,1,Noida,818,236,11,3.6
SpanIdea,IT Services & Consulting,17,Bengaluru,1.6k,236,33,3.4
Smc Insurance Brokers,Insurance,7,New Delhi,849,236,10,3.5
Apollo 247,Healthcare,14,Hyderabad,1.6k,248,23,3.4
Mfar Constructions,Engineering & Construction,--,Bengaluru,767,236,13,3.5
Capillary Technologies,Software Product,--,Bengaluru,1.9k,236,20,3.4
11:11 Systems,IT Services & Consulting,10,Pune,1.4k,236,17,3.4
Avontix,Analytics & KPO,31,Hyderabad,780,237,21,3.5
Arvato,IT Services & Consulting,--,Gurugram,498,235,2,3.7
Vara United,IT Services & Consulting,4,Hyderabad,683,235,9,3.7
Niit Foundation,Education & Training,9,New Delhi,655,235,15,3.9
PIX Transmissions,Petrochemicals,9,Nagpur,873,235,16,3.8
Neudesic Technologies,IT Services & Consulting,11,Bengaluru,2.1k,235,39,4.1
Indiabulls Real Estate,Real Estate,--,Mumbai,936,235,9,4.3
Chai Point,Internet,14,Bengaluru,1.2k,235,16,3.8
Kaveri Seed Company,Hyderabad +61 other locations,--,Hyderabad,711,235,23,4.0
Turner Construction,Engineering & Construction,2,Mumbai,814,235,12,4.0
CLR Facility Services,Facility Management Services,3,Pune,809,236,11,3.7
Kanpur Plastipack,Packaging,--,Kanpur,763,235,21,3.6
Javi Systems,IT Services & Consulting,--,Gurugram,698,235,15,3.5
Randstad Global Capability Center,Recruitment,--,Hyderabad,1.5k,239,25,3.6
Fortune Park Hotels,Hospitality,--,Ahmedabad,613,235,9,4.0
Pharmaceutical job,Pharma,--,Mumbai,2.1k,235,23,4.2
WorkIndia,IT Services & Consulting,--,Bengaluru,1.4k,235,34,3.0
Koyo Bearings India,Auto Components,--,Rewari,759,235,7,4.0
Arrise Bpo Solutions,BPO,8,Mumbai,681,235,8,3.5
FEV,Auto Components,1,Pune,1.6k,235,10,3.4
Allen Solly,Fashion & Textile,--,Bengaluru,538,235,16,3.9
Vserve Ebusiness Solutions,IT Services & Consulting,9,Coimbatore,700,235,4,4.2
NBCC,Real Estate,--,New Delhi,770,234,19,4.0
American Tower Corporation,Telecom,--,Gurugram,1.1k,234,6,3.9
Maruti Ispat And Pipes,Iron & Steel,2,Hyderabad,491,234,35,3.7
ICICI Merchant Service,Banking,--,Mumbai,642,234,14,3.3
Indo German Tool Room,Government,--,Chhatrapati Sambhajinagar,525,234,10,4.1
MQSYS Technologies,IT Services & Consulting,--,Chennai,2.3k,234,15,3.6
Pinnacle Industries,Auto Components,--,Indore,1.1k,234,16,3.5
Shiva Pharmachem,Pharma,--,Vadodara,1.1k,234,5,3.7
The BIM Engineers,Engineering & Construction,2,Gurugram,993,234,38,4.3
Simpolo Vitrified,Building Material,23,Ahmedabad,777,234,19,4.0
Casio India Company,Consumer Electronics & Appliances,--,New Delhi,878,234,24,3.4
Tirupati Group,Pharma,--,Paonta Sahib,1k,234,11,4.1
Texas Review,Education & Training,2,Hyderabad,553,234,70,4.1
CTM India Limited,Industrial Machinery,--,Chennai,804,234,8,3.4
Barmalt Malting,Food Processing,3,Gurugram,910,234,15,3.9
Credgenics,FinTech,5,Noida,1.3k,234,36,4.0
Indutch Composites Technology,Industrial Machinery,--,Chennai,1.2k,233,7,3.6
Galva Decoparts,Chemicals,--,Vapi,1.1k,234,17,3.5
NKC Projects,Engineering & Construction,--,Gurugram,994,233,12,3.9
St. John's Medical College Hospital,Healthcare,59,Bengaluru,652,233,5,4.1
HAL Offshore,Oil & Gas,--,Mumbai,904,233,12,4.2
IMSI,Recruitment,7,Mumbai,804,233,10,3.1
Nagata India,Metals & Mining,--,Gurugram,905,233,12,3.8
Lenexis Foodworks,Hospitality,21,Mumbai,826,233,22,3.7
Annova Solutions,Pharma,5,Indore,789,233,18,3.8
Airblack,EdTech,6,Gurugram,264,233,26,4.1
Manubhai Jewellers,Jewellery,6,Mumbai,191,233,62,4.7
Weikfield Foods,Food Processing,11,Pune,772,233,10,3.3
Jeena Sikho Lifecare,Healthcare,15,Chandigarh,657,251,30,4.0
Vaidik Eduservices,EdTech,33,Noida,496,233,75,3.1
Sanghvi Movers,Industrial Machinery,15,Pune,639,233,36,4.3
Antara Senior Care,Gurugram +13 other locations,25,Gurugram,904,233,29,3.3
Verzeo,EdTech,--,Bangalore / Bengaluru,402,232,33,2.7
MUNDRA SOLAR TECHNOPARK,Industrial Machinery,--,Mundra,703,232,13,3.7
Neon Laboratories,Pharma,--,Mumbai,1.1k,232,8,4.2
Xchanging,IT Services & Consulting,--,Bengaluru,627,232,4,4.1
Ginger Hotels,Hospitality,--,Mumbai,726,232,9,4.0
Sears Holdings,Retail,--,Pune,1.4k,232,13,2.9
Parle Elizabeth Tools,Industrial Machinery,--,Ahmedabad,1k,232,20,4.0
Focus Energy,Oil & Gas,7,Jaisalmer,745,232,19,3.5
National Insurance Company,Insurance,--,Kolkata,567,232,5,4.5
Bread Financial,FinTech,24,Bengaluru,1.6k,232,26,3.8
Google Pay,FinTech,--,Bengaluru,1.3k,232,40,3.6
University of Petroleum & Energy Studies,Education & Training,6,Dehradun,867,232,18,3.8
SUGAR Cosmetics,Internet,--,Mumbai,975,232,23,3.8
Bread Financial,FinTech,24,Bengaluru,1.6k,232,26,3.8
Magnasoft Consulting India,IT Services & Consulting,1,Bengaluru,961,232,19,3.4
Rajasthan Patrika,Broadcasting,3,Jaipur,954,231,10,3.3
Harita Techserv,Recruitment,--,Bengaluru,1.2k,231,22,3.4
Crown Solutions,IT Services & Consulting,--,Chennai,1.6k,231,20,3.7
OASYS Cybernetics,IT Services & Consulting,14,Chennai,1.3k,231,12,3.2
PMEA Solar Tech Solutions,Nashik +13 other locations,--,Nashik,1k,242,15,3.9
Pearl Global Industries,Fashion & Textile,3,Gurugram,1k,231,10,3.7
Pittie Group,Real Estate,2,Mumbai,979,231,22,3.0
Vialto Partners,Management Consulting,5,Bengaluru,1.4k,247,34,2.9
The New India Assurance Co.,Insurance,--,Mumbai,634,231,9,4.4
Marathon Realty,Real Estate,13,Mumbai,824,231,10,3.9
Corecard Software,FinTech,--,Bhopal,1.4k,231,18,3.8
Caliber Technologies,IT Services & Consulting,3,Hyderabad,1.5k,231,16,3.2
Asian Institute of Medical Sciences,Faridabad +11 other locations,--,Faridabad,1.1k,231,5,4.0
Webtel Electrosoft,IT Services & Consulting,8,New Delhi,1k,231,12,3.7
Bihar Foundry and Castings Limited,Iron & Steel,3,Ranchi,309,231,11,4.4
Balaji Enterprises,Real Estate,9,New Delhi,1.4k,231,11,4.4
